car_id,name,km_driven,transmission,owner,mileage,engine,max_power,torque
Car ID4925,Mahindra Scorpio M2DI,140000,Manual,Second Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm
Car ID4926,Maruti Alto LX,110000,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID4927,Mahindra Bolero 2011-2019 SLX 2WD BSIII,91182,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
Car ID4928,Maruti Alto LXi,60000,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID4929,Hyundai i20 Asta 1.4 CRDi,100000,Manual,First Owner,21.27 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm
Car ID4930,Toyota Etios Liva GD,120000,Manual,First Owner,23.59 kmpl,1364 CC,67.06 bhp,170Nm@ 1800-2400rpm
Car ID4931,Maruti 800 Std BSIII,80000,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
Car ID4932,Tata Manza Aura (ABS) Quadrajet BS IV,70000,Manual,Third Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm
Car ID4933,Maruti Celerio ZXI Optional,59500,Manual,Second Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID4934,Maruti Omni CNG,100000,Manual,Second Owner,10.9 km/kg,796 CC, bhp,
Car ID4935,Maruti Vitara Brezza ZDi Plus Dual Tone,45000,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID4936,Hyundai i20 1.4 CRDi Asta,75500,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm
Car ID4937,Maruti Vitara Brezza ZDi Plus Dual Tone,46000,Manual,Second Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID4938,Maruti Alto 800 LXI,60000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
Car ID4939,Hyundai i20 1.4 Asta (AT),60000,Automatic,Second Owner,15.0 kmpl,1396 CC,100 bhp,13.9 kgm at 4200 rpm
Car ID4940,Maruti Swift Ldi BSIII,152500,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm
Car ID4941,Mercedes-Benz E-Class E250 CDI Avantgrade,60000,Automatic,Second Owner,13.0 kmpl,2143 CC,201.1 bhp,500Nm@ 1600-1800rpm
Car ID4942,Toyota Fortuner 4x2 AT,130000,Automatic,First Owner,12.55 kmpl,2982 CC,168.5 bhp,360Nm@ 1400-3200rpm
Car ID4943,Hyundai Grand i10 Sportz,23456,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
Car ID4944,Mahindra XUV500 W10 2WD,39000,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID4945,Honda WR-V i-VTEC S,15000,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm
Car ID4946,Jeep Compass 2.0 Limited Option,69123,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm
Car ID4947,Honda Brio V MT,26000,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm
Car ID4948,Ford Ecosport 1.5 DV5 MT Titanium Optional,77524,Manual,First Owner,22.7 kmpl,1498 CC,89.84 bhp,204Nm@ 2000-2750rpm
Car ID4949,Hyundai i20 Sportz 1.2,40523,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm
Car ID4950,Maruti Swift VDI,39000,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID4951,Audi A6 35 TFSI Matrix,7800,Automatic,Test Drive Car,15.26 kmpl,1798 CC,187.74 bhp,320Nm@ 1400-4100rpm
Car ID4952,Audi A6 35 TFSI Matrix,11500,Automatic,Test Drive Car,15.26 kmpl,1798 CC,187.74 bhp,320Nm@ 1400-4100rpm
Car ID4953,Audi A6 35 TFSI Matrix,23600,Automatic,Test Drive Car,15.26 kmpl,1798 CC,187.74 bhp,320Nm@ 1400-4100rpm
Car ID4954,Toyota Fortuner 3.0 Diesel,220000,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm
Car ID4955,Toyota Qualis GS C1,218000,Manual,Second Owner,,,,
Car ID4956,Mahindra XUV500 W8 4WD,120000,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID4957,Maruti Baleno Alpha Automatic,25000,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm
Car ID4958,Maruti Swift VDI BSIV,31000,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID4959,Maruti Baleno Sigma 1.2,42000,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm
Car ID4960,Maruti Swift Dzire VXI,80000,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm
Car ID4961,Maruti Alto K10 2010-2014 VXI,60000,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID4962,Maruti Swift Dzire ZDI,240000,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID4963,Skoda Rapid 1.6 MPI AT Elegance,35000,Automatic,Second Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm
Car ID4964,Tata Tigor 1.2 Revotron XT,35000,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
Car ID4965,Renault Triber RXT BSIV,5000,Manual,First Owner,20.0 kmpl,999 CC,72 bhp,96Nm@ 3500rpm
Car ID4966,Maruti Vitara Brezza VDi Option,110000,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID4967,Hyundai i20 1.2 Asta Option,20000,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
Car ID4968,Tata Nexon 1.2 Revotron XZ Plus,15000,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm
Car ID4969,Maruti Alto K10 2010-2014 VXI,40000,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID4970,Honda Jazz 1.2 V i VTEC,41000,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm
Car ID4971,Mahindra Bolero SLX,100000,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm
Car ID4972,Tata Sumo CX 9 Seater,120000,Manual,First Owner,12.2 kmpl,1948 CC,68 bhp,"115@ 2,500(kgm@ rpm)"
Car ID4973,Mahindra Bolero SLX,110000,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm
Car ID4974,Volkswagen Vento 1.5 TDI Comfortline,120000,Manual,Second Owner,20.34 kmpl,1498 CC,103.2 bhp,250Nm@ 1500-2500rpm
Car ID4975,Ambassador Grand 1500 DSZ BSIII,60000,Manual,Second Owner,12.8 kmpl,1995 CC,52 bhp,106Nm@ 2200rpm
Car ID4976,Hyundai i10 Magna 1.1L,35000,Manual,Third Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm
Car ID4977,Maruti Alto LX,120000,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID4978,Maruti Swift LDI BSIV,70000,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID4979,Maruti Swift VDI BSIV,110000,Manual,First Owner,,,,
Car ID4980,Hyundai Verna Transform SX VGT CRDi,90000,Manual,Third Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM
Car ID4981,Maruti Alto LXi,60000,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID4982,Hyundai Verna 1.6 CRDi S,80000,Manual,Second Owner,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
Car ID4983,Toyota Fortuner 3.0 Diesel,151000,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm
Car ID4984,Maruti Swift Dzire VDI,25000,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm
Car ID4985,Mahindra XUV500 W10 2WD,24700,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID4986,Chevrolet Spark 1.0 LS,100000,Manual,Third Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm
Car ID4987,Maruti Ignis 1.2 Delta BSIV,10000,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID4988,Maruti SX4 Zxi BSIII,50000,Manual,First Owner,15.0 kmpl,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)"
Car ID4989,Maruti 800 AC,80000,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
Car ID4990,Hyundai Grand i10 Asta Option,25000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
Car ID4991,Maruti Alto LXi,80000,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID4992,Mahindra Scorpio Intelli Hybrid S6 Plus,80000,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm
Car ID4993,Toyota Innova 2.5 VX (Diesel) 7 Seater,70000,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm
Car ID4994,Maruti Baleno RS 1.0 Petrol,15000,Manual,First Owner,21.1 kmpl,998 CC,100.5 bhp,150Nm@ 1700-4500rpm
Car ID4995,Hyundai i20 Magna Optional 1.2,27500,Manual,First Owner,18.5 kmpl,1197 CC,82.9 bhp,113.8Nm@ 4000rpm
Car ID4996,Toyota Innova 2.5 VX (Diesel) 8 Seater,110000,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm
Car ID4997,Mahindra Logan Petrol 1.4 GLE,120000,Manual,First Owner,15.7 kmpl,1390 CC,75 bhp,"110@ 3,000(kgm@ rpm)"
Car ID4998,Maruti Ciaz VDi Option SHVS,70000,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID4999,Toyota Qualis FS B3,290000,Manual,First Owner,13.1 kmpl,2446 CC,75 bhp,151Nm@ 2400rpm
Car ID5000,Honda Accord 2.4 MT,74000,Manual,Second Owner,12.8 kmpl,2354 CC,177.6 bhp,222Nm@ 4300rpm
Car ID5001,Honda Mobilio S i DTEC,120000,Manual,First Owner,24.2 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
Car ID5002,Honda City 2017-2020 GXi,140000,Manual,First Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)"
Car ID5003,Maruti Ignis 1.2 Delta BSIV,40000,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID5004,Maruti Baleno Delta Automatic,20000,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm
Car ID5005,Maruti Vitara Brezza VDi,15000,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID5006,Fiat Palio 1.2,35000,Manual,First Owner,,,,
Car ID5007,Tata Tiago 1.2 Revotron XE,16000,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
Car ID5008,Honda City 1.3 EXI,130000,Manual,First Owner,13.0 kmpl,1343 CC,90 bhp,11.3kgm@ 4700rpm
Car ID5009,Tata Safari DICOR 2.2 EX 4x2,118000,Manual,Second Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm
Car ID5010,Maruti Swift ZXI BSIII,44000,Manual,Second Owner,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)"
Car ID5011,Maruti Ertiga ZDI,50000,Manual,Second Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm
Car ID5012,Maruti Eeco 5 Seater AC BSIV,60000,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm
Car ID5013,Hyundai i20 Sportz Option 1.2,147000,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
Car ID5014,Tata Indica V2 DLS TC,40000,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)"
Car ID5015,Maruti Swift Dzire VXI,100000,Manual,Third Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
Car ID5016,Maruti Ertiga SHVS ZDI Plus,55000,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID5017,Maruti Celerio ZDi,40000,Manual,Second Owner,27.62 kmpl,793 CC,47 bhp,125Nm@ 2000rpm
Car ID5018,Maruti Ritz VDi,64000,Manual,Third Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm
Car ID5019,Maruti Zen LXI,100000,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm
Car ID5020,Maruti Ertiga SHVS ZDI Plus,50000,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID5021,Volvo S60 D4 SUMMUM,30000,Automatic,First Owner,9.0 kmpl,1984 CC,181 bhp,400Nm@ 1750-2500rpm
Car ID5022,Maruti Wagon R VXI Plus,30000,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID5023,Maruti Zen LXI,150000,Manual,First Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm
Car ID5024,Tata Zest Revotron 1.2 XT,24177,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm
Car ID5025,Tata Indigo LX,80000,Manual,First Owner,16.1 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)"
Car ID5026,Maruti Wagon R LXI,150000,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID5027,Renault Lodgy 85PS RxE 7 Seater,120000,Manual,Second Owner,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm
Car ID5028,Mahindra Scorpio VLX 2WD AIRBAG BSIV,121779,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
Car ID5029,Maruti Baleno Delta 1.3,56000,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID5030,Maruti SX4 Vxi BSIII,100000,Manual,Fourth & Above Owner,15.0 kmpl,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)"
Car ID5031,Maruti Swift LXI Option,12000,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID5032,Maruti Vitara Brezza ZDi,15381,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID5033,Mahindra Bolero SLX 4WD BSIII,5000,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm
Car ID5034,Nissan Terrano XV Premium 110 PS,40000,Manual,First Owner,19.01 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm
Car ID5035,Maruti Wagon R LXI CNG,35000,Manual,Second Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm
Car ID5036,Maruti Alto K10 LXI,10000,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm
Car ID5037,Mahindra XUV500 W10 AWD,10000,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID5038,Maruti Swift AMT ZXI BSIV,25000,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID5039,Maruti Wagon R AMT VXI,50000,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm
Car ID5040,Tata Nexon 1.2 Revotron XE,30000,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm
Car ID5041,Hyundai Verna 1.6 CRDi SX,23000,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
Car ID5042,Mahindra Thar CRDe ABS,15000,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm
Car ID5043,Maruti Wagon R AMT VXI,5000,Automatic,Second Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm
Car ID5044,Maruti Ertiga VDI,15000,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm
Car ID5045,Hyundai Creta 1.4 EX Diesel,20000,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm
Car ID5046,Ford EcoSport 1.5 TDCi Titanium BSIV,50000,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm
Car ID5047,Ford Figo 1.2P Ambiente MT,40000,Manual,Second Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm
Car ID5048,Maruti Zen Estilo 1.1 VXI BSIII,70000,Manual,Third Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm
Car ID5049,Maruti Celerio ZXI Optional,15000,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID5050,Hyundai Grand i10 Magna,10000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
Car ID5051,Maruti Vitara Brezza ZDi Plus Dual Tone,25000,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID5052,Hyundai Verna 1.6 VTVT,50000,Manual,Third Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm
Car ID5053,Toyota Etios VX,70000,Manual,First Owner,17.6 kmpl,1496 CC,88.7 bhp,132Nm@ 3000rpm
Car ID5054,Maruti Ignis Zeta AMT,5000,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID5055,Maruti A-Star Vxi,60000,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm
Car ID5056,Maruti Zen Estilo VXI BSIII,74800,Manual,Second Owner,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID5057,Maruti 800 AC BSIII,80000,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
Car ID5058,Maruti Eeco CNG 5 Seater AC BSIV,270000,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm
Car ID5059,Hyundai EON 1.0 Era Plus,120000,Manual,First Owner,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm
Car ID5060,Honda City 2017-2020 EXi,120000,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)"
Car ID5061,Toyota Qualis FS F7,250000,Manual,Fourth & Above Owner,,,,
Car ID5062,Maruti Swift Dzire VXi,80000,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm
Car ID5063,Mahindra XUV500 W8 4WD,120000,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID5064,Mahindra XUV300 W8,20000,Manual,First Owner,17.0 kmpl,1197 CC,108.6 bhp,200Nm@ 2000-3500rpm
Car ID5065,Maruti Wagon R LXI Minor,70000,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm
Car ID5066,Maruti Wagon R VXI BS IV,40000,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID5067,Maruti Ritz LXI,100000,Manual,Second Owner,21.1 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm
Car ID5068,Maruti Swift VXI,123000,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
Car ID5069,Hyundai Verna 1.6 SX CRDi (O),77000,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm
Car ID5070,Volkswagen Polo 1.0 MPI Trendline BSIV,7000,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm
Car ID5071,Maruti Eeco 5 Seater AC BSIV,70000,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm
Car ID5072,Ford Figo 1.5D Titanium MT,30000,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm
Car ID5073,Hyundai i20 1.4 CRDi Sportz,120000,Manual,Third Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm
Car ID5074,Chevrolet Spark 1.0 LT,70000,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm
Car ID5075,Honda City 1.5 S MT,105000,Manual,First Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm
Car ID5076,Hyundai Accent Executive,109322,Manual,Second Owner,16.36 kmpl,1495 CC,93.7 bhp,124.6Nm@ 3500rpm
Car ID5077,Nissan Sunny Diesel XV,120000,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm
Car ID5078,Jeep Compass 2.0 Limited,24000,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm
Car ID5079,Maruti Baleno Zeta 1.3,70000,Manual,Second Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID5080,Tata Tiago NRG Petrol,35000,Manual,First Owner,24.0 kmpl,1199 CC,83.81 bhp,114Nm@ 3500rpm
Car ID5081,Maruti 800 AC,80000,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
Car ID5082,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,70000,Manual,Second Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID5083,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,100000,Manual,Fourth & Above Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
Car ID5084,Jaguar XE 2016-2019 2.0L Diesel Prestige,9000,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm
Car ID5085,Lexus ES 300h,20000,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm
Car ID5086,Jaguar XF 2.0 Diesel Portfolio,45000,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm
Car ID5087,Tata Safari Storme EX,110000,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm
Car ID5088,Volvo XC40 D4 Inscription BSIV,20000,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm
Car ID5089,Toyota Camry 2.5 Hybrid,68089,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm
Car ID5090,Maruti Wagon R LXI,58343,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm
Car ID5091,Maruti Baleno Alpha 1.3,38817,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID5092,Honda Jazz VX,56494,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm
Car ID5093,Toyota Innova 2.5 VX (Diesel) 7 Seater,79328,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm
Car ID5094,Maruti Swift AMT VVT VXI,5621,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID5095,Toyota Etios VX,25538,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm
Car ID5096,Maruti Swift AMT ZXI,69779,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID5097,Hyundai Grand i10 1.2 CRDi Sportz,56290,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm
Car ID5098,BMW X4 M Sport X xDrive20d,7500,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm
Car ID5099,BMW X4 M Sport X xDrive20d,8500,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm
Car ID5100,Honda Amaze V CVT Petrol BSIV,7032,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm
Car ID5101,Skoda Rapid 1.6 MPI AT Elegance,11000,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm
Car ID5102,Volvo V40 D3 R-Design,2000,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm
Car ID5103,Maruti Wagon R Stingray VXI Optional,40000,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID5104,Maruti Wagon R AMT VXI,20000,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm
Car ID5105,Hyundai Santro Xing XG AT eRLX Euro II,90000,Automatic,Second Owner,,,,
Car ID5106,Fiat Grande Punto 1.3 Dynamic (Diesel),60000,Manual,First Owner,20.3 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm
Car ID5107,Mahindra Scorpio M2DI,475000,Manual,Third Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm
Car ID5108,Maruti Wagon R LX BSIII,70000,Manual,Second Owner,17.3 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)"
Car ID5109,Maruti Wagon R VXI BS IV,40000,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID5110,Maruti Swift Dzire VDI,34000,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm
Car ID5111,Mahindra XUV500 W6 2WD,120000,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID5112,Tata Tigor 1.2 Revotron XZ,10000,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
Car ID5113,Mahindra Bolero 2011-2019 SLX,80000,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
Car ID5114,Honda City 2017-2020 GXi,100000,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)"
Car ID5115,Mahindra Xylo D2,120000,Manual,First Owner,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm
